"","X","label","type","title","author","journal","abstract","year","doi","volume","language","issue","url","keywords","pages","notes","matches"
"247",256,"Shores_2019_BehaEcol","JOUR","Mesopredators change temporal activity in response to a recolonizing apex predator","Shores, C.R. and Dellinger, J.A. and Newkirk, E.S. and Kachel, S.M. and Wirsing, A.J.","Behavioral Ecology","Apex predators can influence ecosystems through density and behaviorally mediated effects on herbivores and mesopredators. In many parts of the world, apex predators live in, or are returning to, landscapes that have been modified by people; so, it is important to understand their ecological role in anthropogenic landscapes. We used motion-activated game cameras to compare the activity patterns of humans and 2 mesopredators, coyotes (Canis latrans) and bobcats (Lynx rufus), in areas with and without an apex predator, the gray wolf (Canis lupus), in a multiuse landscape of the northwestern United States. In areas with wolves, there was a significant increase in temporal niche overlap between the mesopredators owing to higher levels of coyote activity at all time periods of the day. Temporal overlap between mesopredators and humans also increased significantly in the presence of wolves. Coyotes exposed to wolves increased their activity during dawn, day, and dusk hours. The increase in coyote activity was greatest during the day, when wolves were least active. The direction of change in bobcat activity in areas with wolves was opposite to coyotes, suggesting a behaviorally mediated cascade between wolves, coyotes, and bobcats, although these findings would need to be confirmed with further research. Our findings suggest that mesopredators in human-dominated systems may perceive humans as less dangerous than apex predators, that humans may be more likely to encounter mesopredators in areas occupied by top predators, and that behaviorally mediated effects of apex predators on mesopredators persist in human-dominated landscapes. © 2019 The Author(s). Published by Oxford University Press on behalf of the International Society for Behavioral Ecology. All rights reserved.",2019,"10.1093/beheco/arz080","30","english","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073231517&doi=10.1093%2fbeheco%2farz080&partnerID=40&md5=d80d27bf5423b46a1ce885fb7e3fc993","Canidae and Canis latrans and Canis lupus and carnivore and Lynx rufus and activity pattern and conservation planning and wild population and predator-prey interaction and niche overlap and human activity and canid and photography and temporal analysis and herbivory","1324-1335",NA,249
"248",257,"Higdon_2019_JoofEt","JOUR","Activity patterns and temporal predator avoidance of white-tailed deer (Odocoileus virginianus) during the fawning season","Higdon, S.D. and Diggins, C.A. and Cherry, M.J. and Ford, W.M.","Journal of Ethology","In the presence of a predator, prey may alter their temporal activity patterns to reduce the risk of an encounter that may induce injury or death. Prey perception of predation risk and antipredator responses may increase in the presence of dependent offspring. We conducted a camera trap study during summer 2015 in North Carolina and Tennessee, USA to evaluate temporal avoidance of a predator (coyote Canis latrans) by white-tailed deer (Odocoileus virginianus). We analyzed activity patterns of bucks, does, and nursery groups (i.e., groups that included fawns) relative to those of coyotes to determine the coefficient of overlap (Δ) using a kernel density estimator. We found that bucks and does had similar Δ with coyotes [Δ1 = 0.729 (0.629–0.890) and Δ1 = 0.686 (0.558–0.816, respectively] and exhibited crepuscular activity patterns comparable to those of coyotes. However, nursery groups displayed a dramatically different activity pattern: unimodal activity was concentrated in the middle of the day with little overlap with coyote activity [Δ1 = 0.362 (0.176–0.491)]. Because adult deer are rarely prey for coyotes, whereas fawns are common prey during summer, the shift in activity patterns of nursery groups demonstrates a behavioral shift likely aimed at avoiding coyote predation on fawns. © 2019, Japan Ethological Society.",2019,"10.1007/s10164-019-00599-1","37","english","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065447126&doi=10.1007%2fs10164-019-00599-1&partnerID=40&md5=13a278aa758f7e829ed4f5f13e752f6d",NA,"283-290",NA,250
"249",258,"Parsons_2019_JoofWiMa","JOUR","Habitat selection and spatiotemporal interactions of a reintroduced mesocarnivore","Parsons, M.A. and Lewis, J.C. and Gardner, B. and Chestnut, T. and Ransom, J.I. and Werntz, D.O. and Prugh, L.R.","Journal of Wildlife Management","Habitat quality and quantity are key factors in evaluating the potential for success of a wildlife translocation. However, because of the difficulty or cost of evaluating these factors, habitat assessments may not include valuable information on important habitat attributes including the abundance and distribution of prey, predators, and competitors. Fishers (Pekania pennanti) are one of the most commonly reintroduced carnivores in North America, and they are a species of conservation concern in their western range. We examined the relative importance of landscape features and species interactions in determining habitat use of a reintroduced population of fishers in the southern Cascade Mountains, Washington, USA. We used detections of prey and predators at 134 remote camera stations, remotely sensed forest structure data, and telemetry locations of fishers in a resource selection function to assess the relative importance of prey, predators, and forest structure in fisher habitat selection. Fishers selected habitats based on forest conditions and activity levels of snowshoe hares (Lepus americanus), whereas bobcat (Lynx rufus) and coyote (Canis latrans) activity levels did not directly affect habitat selection. The probability of fisher use increased in older stands, close to recently disturbed stands, and in areas with intermediate levels of hare activity. Bobcat and hare activity levels were positively correlated, and fishers avoided areas with the greatest hare activity, suggesting that fishers may experience a food-safety tradeoff in the study area. Temporal activity patterns in photo detections indicate that fishers may mediate this danger by avoiding bobcats temporally. Our findings suggest that fishers in Washington prefer habitat mosaics of old and recently disturbed stands where they have greater access to resting structures and hares. Management that maintains mosaics of young and old forest across large landscapes is likely to support fisher recovery. Future reintroduction efforts would benefit from an assessment of prey and predator abundance in proposed reintroduction areas before project initiation. © 2019 The Wildlife Society. © 2019 The Wildlife Society.",2019,"10.1002/jwmg.21670","83","english","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065702521&doi=10.1002%2fjwmg.21670&partnerID=40&md5=333adfb0e84195f2b13745a78358b28f","habitat use and abundance and landscape and habitat selection and Canis latrans and Lepus americanus and Lynx rufus and North America and resource selection and species conservation and conservation status and mammal and predator and predator-prey interaction and spatiotemporal analysis and environmental factor and United States and lagomorph and Lepus and temporal analysis and Cascade Range and reintroduction and Washington [United States]","1172-1184",NA,251
"250",259,"Gallo_2019_JoofAnEc","JOUR","Urbanization alters predator-avoidance behaviours","Gallo, T. and Fidino, M. and Lehrer, E.W. and Magle, S.","Journal of Animal Ecology","Urbanization is considered the fastest growing form of global land-use change and can dramatically modify habitat structure and ecosystem functioning. While ecological processes continue to operate within cities, urban ecosystems are profoundly different from their more natural counterparts. Thus, ecological predictions derived from more natural ecosystems are rarely generalizable to urban environments. In this study, we used data from a large-scale and long-term camera trap project in Chicago IL, USA, to determine whether urbanization alters predator-avoidance behaviour of urban prey species. We studied three behavioural mechanisms often induced by the fear of predation (spatial distribution, daily activity patterns and vigilance) of white-tailed deer (Odocoileus virginianus) and eastern cottontail (Sylvilagus floridanus) when coyote (Canis latrans)—an urban apex predator—was present. We found no evidence of spatial segregation between coyote and either prey species. Furthermore, neither white-tailed deer nor eastern cottontail changed their daily activity or increased vigilance in urban areas when coyotes were present. Eastern cottontail, however, had their uppermost level of vigilance in highly urban sites when coyotes were absent. Our study demonstrates that predator–prey dynamics might be modified in urban ecosystems—moving from what is traditionally thought of as a two-player system (predator and prey) to a three-player system (predator, prey and people). © 2019 The Authors. Journal of Animal Ecology © 2019 British Ecological Society",2019,"10.1111/1365-2656.12967","88","english","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063282936&doi=10.1111%2f1365-2656.12967&partnerID=40&md5=a0ae56f217828c405e6c90072598ad50","Odocoileus virginianus and coyote and Animals and Ecosystem and Predatory Behavior and Canis latrans and Coyotes and diurnal variation and predation and Avoidance Learning and deer and Bayesian analysis and animal and ecosystem and predator-prey interaction and spatial distribution and dietary overlap and avoidance reaction and urban ecosystem and United States and canid and antipredator defense and ecological modeling and lagomorph and Sylvilagus floridanus and city and urbanization and wildlife management and Chicago and Illinois and Urbanization and avoidance behavior and Cities and vigilance","793-803",NA,252
"251",260,"Leflore_2019_NortNatu","JOUR","Wild canid distribution and co-existence in a natural-urban matrix of the pioneer valley of western massachusetts","Leflore, E.G. and Fuller, T.K. and Finn, J.T. and Destefano, S. and Organ, J.F.","Northeastern Naturalist","Although development and urbanization are typically believed to have negative impacts on carnivoran species, some species can successfully navigate an urban matrix. Sympatric carnivorans compete for limited resources in urban areas, likely with system-specific impacts to their distributions and activity patterns. We used automatically triggered wildlife cameras to assess the local distribution and co-existence of Canis latrans (Coyote), Vulpes vulpes (Red Fox), and Urocyon cinereoargenteus (Gray Fox) across the Pioneer Valley, MA, in relation to different levels of human development. We placed cameras at 79 locations in forested, altered, and urban land-use areas from September to November 2012 and accumulated 1670 trap nights. We determined site characteristics and detection rates for 12 other wildlife species for each camera location to develop a generalized linear model for the local distribution of each focal canid species across the study area. We also compared diel activity patterns among Coyotes, Red Foxes, and Gray Foxes, and calculated coefficients of overlap between each pair. The local distribution of Coyotes was positively associated with the detection rates of their prey and not associated with detection rates of sympatric carnivoran species. Red Foxes and Gray Foxes had negative relationships with the detection rate of Coyotes, and none of the 3 canid species showed a positive correlation with increased levels of urbanization. There was a high degree of temporal overlap in diel activity patterns and limited spatial overlap of our focal species, which suggests that any competition avoidance across our study area occurred at the spatial level. Coyotes fill the role of top predator in the Pioneer Valley, and likely have a negative impact on the local distributions of smaller canids, while their own local distributions seem to be driven by prey availability. © 2019 Humboldt Field Research Institute. All rights reserved.",2019,"10.1656/045.026.0208","26","english","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068156594&doi=10.1656%2f045.026.0208&partnerID=40&md5=b2e505c9cf4fcadbbdc504be6ffcd182",NA,"325-342",NA,253
"252",261,"Merson_2019_JoofZo","JOUR","Activity patterns of sympatric living exotic and endemic carnivores (the fosa) in Western Madagascar's deciduous forests","Merson, S.D. and Dollar, L.J. and Tan, C.K.W. and W Macdonald, D.","Journal of Zoology","Western Madagascar's deciduous forest is an important, threatened habitat to little-known Eupleridae, such as the fosa Cryptoprocta ferox. Using camera-trap grids established in two important deciduous forests, Ankarafantsika National Park and Andranomena Special Reserve, we explore the activity patterns of endemic and exotic carnivores and evaluate how exotics may be influencing fosa temporal activity across these two protected areas. Three methodologies, kernel density, circular and wave analysis, were used to evaluate the activity pattern overlap between exotic free-ranging cats Felis sp. and dogs Canis familiaris, exotic small Indian civets Viverricula indica and the endemic fosa. Our results showed fosas to be cathemeral, peaking in activity in the evening and at dawn. Cats were nocturnal, whilst also highly active at dusk. Civets did not display a dominant period of activity, but were relatively more active in the night, and at dusk. In contrast, dogs were diurnal and also active at dawn, in alignment with human activity. Fosa activity significantly overlapped with the nocturnal cat and civet, whilst being distinct from the diurnal dog and humans. Our results suggest that there is potentially a competitive impact of exotic free-ranging dogs and cats when present across fosas’ dry forest habitat. This highlights the need for further examination into the impact of Madagascar's exotic carnivores, and the experimental trial to investigate the impact of their removal (or reduced abundance), on Madagascar's wildlife. © 2018 The Zoological Society of London",2019,"10.1111/jzo.12630","307","english","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056331365&doi=10.1111%2fjzo.12630&partnerID=40&md5=a9960e6a0fdcace0372db12713021ebb","invasive species and Canis familiaris and sympatry and carnivore and activity pattern and mammal and felid and Viverridae and canid and endemic species and protected area and nature reserve and deciduous forest and ecological impact and temporal analysis and Ankarafantsika National Park and Cryptoprocta ferox and Felis sp. and Madagascar and Mahajanga and Menabe and Toliara and Viverricula indica","186-194",NA,254
"253",262,"Yang_2019_JoofZo","JOUR","Do prey availability, human disturbance and habitat structure drive the daily activity patterns of Amur tigers (Panthera tigris altaica)?","Yang, H. and Han, S. and Xie, B. and Mou, P. and Kou, X. and Wang, T. and Ge, J. and Feng, L.","Journal of Zoology","The daily activities of animals are influenced by various factors, including their physiological adaptations and preferred habitat distributions, as well as prey availability and human disturbances. For felids, the main drivers of activity patterns appear to be prey availability and anthropogenic disturbances, as suggested by previous studies. In this study, we explore a set of variables that influence the activity patterns of Amur tigers (Panthera tigris altaica) in Jilin and Heilongjiang Provinces in north-east China near south-western Primorsky Krai, Russia. This area is currently the only occupied tiger habitat in China. Prey availability (e.g. wild boar, sika deer and roe deer), human disturbances (e.g. human activity, distance to human settlements and intense forest livestock grazing), and habitat structure were analysed. Our results revealed crepuscular and nocturnal activity of Amur tigers. Although the temporal overlaps between the tigers and their prey species were high, the spatial overlap indices were low. Although the presence of tigers decreased near human settlements, tigers showed a preference for walking along roads. Tigers also avoided high-elevation coniferous and mixed hardwood forests. Overall, our results indicated that (1) tigers spatially and temporally avoided human disturbances and tigers respond behaviourally to human disturbances and (2) human disturbances may determine the activity of Amur tigers in north-east China. In the future, to address conflicts between tigers and local humans and to improve tiger conservation, conservation planning should incorporate the spatio-temporal activity patterns of tigers and humans. © 2018 The Zoological Society of London",2019,"10.1111/jzo.12622","307","english","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054668336&doi=10.1111%2fjzo.12622&partnerID=40&md5=421720cfc2d42eed9fe9519d4011049e","Animalia and species occurrence and activity pattern and conservation planning and anthropogenic effect and felid and Felidae and spatiotemporal analysis and behavioral response and China and Sus scrofa and photography and Capreolus and habitat structure and Cervus nippon and Panthera tigris altaica and Heilongjiang and Jilin and prey availability and Primorye and Russian Federation","131-140",NA,255
"254",263,"Lodeiro.Ocampo_2019_MastNeot","JOUR","Yaguaretés (Panthera onca) en las yungas del parque nacional baritú, Argentina: Densidad minima, actividad diaria, y potenciales presas","Lodeiro Ocampo, Nicolas and Gantchoff, M.G. and Nigro, N.A. and Palaia, J.Y.","Mastozoologia Neotropical","The jaguar (Panthera onca) is the largest wild cat in the Americas. In Argentina, populations have decreased significantly and it is considered Critically Endangered. We performed the first systematic survey of the presence and activity of the jaguar within Baritú National Park, in the Yungas ecoregion. Twenty-eight independent stations were established with two camera traps each, with an average distance of 2-3 km among them. Samplings were carried out from August to November in 2014 and in 2015, and from August and September in 2016 and in 2017. A total of 98 records were obtained (43 in 2014, 18 in 2015, 19 in 2016, and 18 in 2017) of at least 9 individuals in 5153 camera days, resulting in 19 detections every 1000 camera days. Noteworthy was the lack of confirmed females or juveniles detected. The average minimum annual density (individuals/area) was 0.95/100 km2, and the combined minimum density (all surveys) was 1.15/100 km2. The jaguar’s activity was mostly crepuscular (7:00-9:00 h and 18:00-19:00 h) with some individual variation but consistent with what is reported for this species. The most abundant prey species were the tapir (Tapirus terrestris) and two species of brocket deer (Mazama sp.). The density of jaguars in this national park is potentially one of the highest in Argentina. Extending these studies is necessary to increase information regarding the situation of this and other species in this area of great conservation relevance in Argentina. © SAREM, 2019.",2019,"10.31687/saremMN.19.26.2.0.07","26","spanish","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078954618&doi=10.31687%2fsaremMN.19.26.2.0.07&partnerID=40&md5=963aa68b34f5d2a5e4b9c5ff27c7e096",NA,"390-398",NA,256
"255",264,"Serna.Lagunes_2019_AniBioandCon","JOUR","Temporal overlap in the activity of lynx rufus and canis latrans and their potential prey in the pico de Orizaba national park, Mexico","Serna-Lagunes, R. and Álvarez-Oseguera, L.R. and Ávila-Nájera, D.M. and Leyva-Ovalle, O.R. and Andrés-Meza, P. and Tigar, B.","Animal Biodiversity and Conservation","Temporal overlap in the activity of Lynx rufus and Canis latrans and their potential prey in the Pico de Orizaba National Park, Mexico. Species of the same trophic guild are thought to coexist through their differential use of resources, including food, space and time. Time understood as the pattern of activity is highly dynamic. Fourteen camera-traps were set up in the Pico de Orizaba National Park and active for 12 months. Frequency histograms were used to analyze their activity patterns (AP) and a coefficient of overlap (?) was used to determine the temporal overlap between two predators, Lynx rufus and Canis latrans, and the predators and their potential prey. A sampling effort of 5,110 traps/night obtained 217 independent records of L. rufus (45), C. latrans (27) and eight potential prey species (145). The predators were cathemeral and four potential prey mainly lagomorphs and rodents were nocturnal. The temporal overlap between the predators ? = 0.80, and the highest overlap between predators and prey were for C. latrans and rodents (? = 0.80), and L. rufus and lagomorphs (? = 0.58), with differences between the degree of overlap in dry and rainy seasons. The cathemeral habits of the predators likely increase their likelihood of hunting success, particularly for prey with variable activity patterns. The APs support information on dietary breadth and the differential use of resources and temporal differences as strategies for coexisting predators, continually adapting to a highly dynamic and changing environment. © 2019 Museu de Ciències Naturals de Barcelona.",2019,"10.32800/ABC.2019.42.0153","42","english","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069802079&doi=10.32800%2fABC.2019.42.0153&partnerID=40&md5=ba62cbb46c8c1694cc3f14e8b6ad1e6f","Rodentia and Canis latrans and Lynx rufus and activity pattern and felid and rodent and temporal variation and predator-prey interaction and lagomorph and Lagomorpha and national park and Mexico [North America] and Pico de Orizaba and Sus and Veracruz","153-161",NA,104
"256",265,"Selvan_2019_JoofThTa","JOUR","Diel activity pattern of meso-carnivores in the suburban tropical dry evergreen forest of the Coromandel Coast, India","Selvan, K.M. and Krishnakumar, B.M. and Ramasamy, P. and Thinesh, T.","Journal of Threatened Taxa","Sympatric and similar body-sized species exhibit interspecific competition for resources. The present study investigated diel activity of five meso-carnivore species (Canis aureus, Felis chaus, Paradoxurus hermaphroditus, Viverricula indica, and Herpestes edwardsii) in a human-dominated region of Auroville and around Pondicherry University using camera-trap survey data. Diel activity pattern and overlap were estimated using the kernel density method. The Jungle Cat Felis chaus and the Golden Jackal Canis aureus exhibited cathemeral diel activity with a high overlap between them (Δ1 = 0.78). The Indian Grey Mongoose Herpestes edwardsii displayed a diurnal activity pattern and had low overlap with the Small Indian Civet Viverricula indica (Δ1 = 0.34). Moderate overlap was found between the Small Indian Civet and the Palm Civet Paradoxurus hermaphroditus (Δ1 = 0.32). Therefore, diel activity patterns of mesocarnivores indicate inter- and intra-specific trade-off competition avoidance resulting in successful foraging. The present camera-trap survey has provided insights into diel activity patterns and more attention is required to be paid to the study of feeding and breeding ecology of these species in human-dominated landscapes. © Selvan et al. 2019.",2019,"10.11609/jott.4850.11.8.13960-13966","11","english","8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068165862&doi=10.11609%2fjott.4850.11.8.13960-13966&partnerID=40&md5=cc096baad6667b40b1aa6054b1c53aab",NA,"13960-13966",NA,257
"257",266,"Mukherjee_2019_JoofThTa","JOUR","Activity patterns of the small and medium felid (Mammalia: Carnivora: Felidae) guild in northeastern India","Mukherjee, S. and Singh, P. and Silva, A.P. and Ri, C. and Kakati, K. and Borah, B. and Tapi, T. and Kadur, S. and Choudhary, P. and Srikant, S. and Nadig, S. and Navya, R. and Björklund, M. and Ramakrishnan, U.","Journal of Threatened Taxa","Fifteen extant species of cats inhabit India, and the northeastern region of the country is among the richest with nine species. Among these are the ""standard four"", an assemblage of Clouded Leopard Neofelis nebulosa, Asiatic Golden Cat Catopuma temminckii, Marbled Cat Pardofelis marmorata, and Leopard Cat Prionailurus bengalensis, which also occur across southeastern Asia. Within India, despite several surveys in this region, very little information exists on the ecology of this assemblage to explain their co-occurrence. In this paper, we put together data from several independent camera trapping studies over 10 sites across northeastern India to examine and interpret diel activity patterns of this group. While we present results for all the four species, we focus on two species, the Marbled Cat and Leopard Cat, which are of very similar body size and are potential competitors. We used kernel density estimates to measure diel activity patterns of all four species and overlap in activity between Marbled Cat and Leopard Cat at the regional scale as well as the point scale. We obtained 783 captures of the standard four from ¿ 27,500 trap nights. The Asiatic Golden Cat and Marbled Cat were strongly diurnal, Clouded Leopard largely crepuscular and nocturnal, and Leopard Cat largely nocturnal. The degree of overlap between Marbled Cat and Leopard Cat activity was low and in consensus with other studies across southeastern Asia. We interpret this as the differing niche spaces of the two cats due to their specific pre-existing adaptations, not restricted to the effects of competition. The point scale analysis when both cats are captured at the same location and separately show no shift in activity pattern, supporting our hypothesis of pre-existing differences in resources, such as food, playing a major role in facilitating co-existence. Our study, however, is preliminary and additional information with robust analysis is required to test this finding. © Mukherjee et al. 2019.",2019,"10.11609/jott.4662.11.4.13432-13447","11","english","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063989856&doi=10.11609%2fjott.4662.11.4.13432-13447&partnerID=40&md5=a186f8bffb5d95b7d0cdbe36b6fca892",NA,"13432-13447",NA,258
"258",267,"Miller_2018_JoofAnEc","JOUR","Lions and leopards coexist without spatial, temporal or demographic effects of interspecific competition","Miller, J.R.B. and Pitman, R.T. and Mann, G.K.H. and Fuller, A.K. and Balme, G.A.","Journal of Animal Ecology","Although interspecific competition plays a principal role in shaping species behaviour and demography, little is known about the population-level outcomes of competition between large carnivores, and the mechanisms that facilitate coexistence. We conducted a multilandscape analysis of two widely distributed, threatened large carnivore competitors to offer insight into coexistence strategies and assist with species-level conservation. We evaluated how interference competition affects occupancy, temporal activity and population density of a dominant competitor, the lion (Panthera leo), and its subordinate competitor, the leopard (Panthera pardus). We collected camera-trap data over 3 years in 10 study sites covering 5,070 km2. We used multispecies occupancy modelling to assess spatial responses in varying environmental and prey conditions and competitor presence, and examined temporal overlap and the relationship between lion and leopard densities across sites and years. Results showed that both lion and leopard occupancy was independent of—rather than conditional on—their competitor's presence across all environmental covariates. Marginal occupancy probability for leopard was higher in areas with more bushy, “hideable” habitat, human (tourist) activity and topographic ruggedness, whereas lion occupancy decreased with increasing hideable habitat and increased with higher abundance of very large prey. Temporal overlap was high between carnivores, and there was no detectable relationship between species densities. Lions pose a threat to the survival of individual leopards, but they exerted no tractable influence on leopard spatial or temporal dynamics. Furthermore, lions did not appear to suppress leopard populations, suggesting that intraguild competitors can coexist in the same areas without population decline. Aligned conservation strategies that promote functioning ecosystems, rather than target individual species, are therefore advised to achieve cost- and space-effective conservation. © 2018 The Authors. Journal of Animal Ecology © 2018 British Ecological Society",2018,"10.1111/1365-2656.12883","87","english","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052371001&doi=10.1111%2f1365-2656.12883&partnerID=40&md5=e5170f5ed29696769f4fdb93d2ceb701","coexistence and Panthera and abundance and population density and Ecology and Demography and interspecific competition and Animals and Ecosystem and Humans and interference competition and lion and Lions and carnivore and demography and Panthera leo and Panthera pardus and conservation status and animal and ecosystem and felid and strategic approach and human and survival and human activity and spatiotemporal analysis and ecology and environmental conditions and ecological modeling","1709-1726",NA,259
"259",268,"de.Matos.Dias_2018_MammBiol","JOUR","Behavioural ecology in a predator-prey system","de Matos Dias, D. and de Campos, C.B. and Guimarães Rodrigues, F.H.","Mammalian Biology","Predator-prey systems are regulated by a behavioral response race, in which the predator develops adaptations that enhance its hunting success and its prey adopt anti-predator strategies. In the present study, we analyzed the activity patterns, the influence of moonlight, and the habitat use of Leopardus pardalis and Puma concolor in comparison with their potential prey, Dasypus novemcinctus, Mazama gouazoubira, Pecari tajacu, Sapajus libidinosus, Kerodon rupestris, Cuniculus paca and Dasyprocta prymnolopha, in the Serra das Almas Nature Reserve in northeastern Brazil. Leopardus pardalis was predominantly nocturnal, while P. concolor presented a cathemeral pattern, however, the overlap coefficient between these species was high. The activity of L. pardalis overlapped strongly with three typical nocturnal prey (D. novemcinctus, K. rupestris and C. paca). While P. concolor had considerable temporal overlap with all prey. Both predators were habitat generalists, in contrast, most prey species exhibited a significant association with a specific type of habitat. The phases of the moon did not influence the activity patterns of the different species, except for K. rupestris, which was more active on moonlit nights. Our findings indicate that the predators maximize the efficiency of their foraging behavior by using habitats and the circadian cycle in a more generalist manner. © 2018",2018,"10.1016/j.mambio.2018.04.005","92","english",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045474828&doi=10.1016%2fj.mambio.2018.04.005&partnerID=40&md5=8c658a1089794e2137d6a463efa552ab","Brazil and Leopardus pardalis and Puma concolor and habitat use and hunting and Pecari tajacu and Dasypus novemcinctus and Agouti paca and activity pattern and Mammalia and mammal and felid and Kerodon rupestris and predator-prey interaction and behavioral response and behavioral ecology and antipredator defense and habitat type and nature reserve and Mazama gouazoupira and adaptation and caatinga and Dasyprocta prymnolopha","30-36",NA,260
"260",269,"Cruz_2018_PLoONE","JOUR","Effects of human impacts on habitat use, activity patterns and ecological relationships among medium and small felids of the Atlantic Forest","Cruz, P. and Iezzi, M.E. and De Angelo, C. and Varela, D. and Di Bitetti, M.S. and Paviolo, A.","PLoS ONE","Competition theory and niche theory suggest that two morphologically similar species may coexist by reducing the overlap of at least one dimension of their ecological niche. The medium and small Neotropical felids are an interesting group of carnivore species for studying intraguild competition. Due to differences in size it is expected that the larger ocelot exert strong interference competition on the smaller felids (southern tiger cat, margay and jaguarundi); which, in turn, may exert exploitative competition among themselves. Moreover, landscape changes due to human activities may alter these interspecific interactions. We studied the habitat use and the spatial and temporal interspecific relations of the medium and small Atlantic Forest felids, in a landscape with different levels of anthropogenic impact. We estimated the detection probability, and occupancy probability of these cats and whether these parameters are affected by environmental and anthropogenic variables or by the estimated occupancy and detection probability of the ocelot. We estimated the overlap in daily activity patterns between pairs of the four species and changes in their activity in response to anthropogenic impact. We also studied the potential changes that may have occurred in the daily activity of the small felids in relation to ocelot’s occupancy probability. The probability of habitat use of the small- and medium-size felids was negatively associated to the intensity of landscape use by humans. Co-occurrence models indicated that the probability of habitat use by southern tiger cats decreased with ocelot occupancy probability. This effect was higher as human disturbance increased. Moreover, the ocelot and the southern tiger cat became more nocturnal in sites with higher human access, suggesting that they may be temporally avoiding encounters with humans or dogs. Conservation of medium and small felids in the Atlantic Forest depends not only on the establishment and implementations of protected areas but also on the management of human’s land uses. © 2018 Cruz et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",2018,"10.1371/journal.pone.0200806","13","english","8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050915627&doi=10.1371%2fjournal.pone.0200806&partnerID=40&md5=2f3831cf1670945d5b66d27a10ec1c5d","Argentina and habitat use and ocelot and landscape and Animals and Humans and Forests and forest and Behavior and animal and nonhuman and Felidae and probability and Animal and animal behavior and article and human and land use and spatial analysis and tiger and dog and Motor Activity and Models and daily life activity and animal experiment and motor activity and human impact (environment) and species difference and Species Specificity and Biological and biological model and Atlantic Ocean and Photoperiod and photoperiodicity and Probability and Spatial Analysis",NA,NA,261
"261",270,"Moll_2018_UrbaEcos","JOUR","Humans and urban development mediate the sympatry of competing carnivores","Moll, R.J. and Cepek, J.D. and Lorch, P.D. and Dennis, P.M. and Robison, T. and Millspaugh, J.J. and Montgomery, R.A.","Urban Ecosystems","Humans can profoundly shape animal community dynamics, but such effects have rarely been evaluated for terrestrial carnivores. Humans affect carnivores in both spatial and temporal dimensions via the chance of human encounter and alteration of the landscape through urban development. We investigated three hypotheses regarding how humans mediate the sympatry of larger, dominant carnivores with their smaller, subordinate counterparts. We tested these hypotheses by examining the spatio-temporal dynamics of a dominant carnivore (coyote Canis latrans) and its subordinate competitor (red fox Vulpes vulpes) across an extensive urban park system. We found that dominant and subordinate carnivores exhibited strong and often opposing spatio-temporal responses to the probability of human encounter and urban development. Spatially, coyotes visited more highly developed sites less frequently while red foxes exhibited an opposing response. Temporally, both species avoided humans via nocturnal activity. Spatio-temporally, red foxes avoided coyotes at all sites and avoided humans at highly developed sites, whereas coyotes showed a positive association with humans at such sites. Our analysis indicates that areas with higher urban development might act as spatial refugia for some subordinate carnivores against interference from larger, dominant carnivores (a “human shield” effect). Our findings also reveal that broad-scale spatial avoidance is likely a crucial component of coexistence between larger, dominant carnivores and humans, whereas finer-scale spatio-temporal avoidance is likely a key feature of coexistence between humans and smaller, subordinate carnivores. Overall, our study underscores the complex and pervasive nature of human influence over the sympatry of competing carnivores inhabiting urban systems. © 2018, Springer Science+Business Media, LLC, part of Springer Nature.",2018,"10.1007/s11252-018-0758-6","21","english","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045464064&doi=10.1007%2fs11252-018-0758-6&partnerID=40&md5=763b61aacccc004c25422629be431a1a",NA,"765-778",NA,262
